,brandid,umlid
1152,2.0,po1000008581
1153,2.0,po1000008389
1154,2.0,po1000008231
1155,2.0,po1000008147
1156,2.0,po1000006237
1157,2.0,po1000006144
1158,2.0,po1000007496
1159,2.0,po1000006210
1160,2.0,po1000007546
1161,2.0,po1000009358
1162,2.0,po1000011301
1163,2.0,po1000010013
1164,2.0,po1000008228
1165,2.0,po1000011182
1166,2.0,po1000004266
1167,2.0,po1000008434
1168,2.0,po1000007616
1169,2.0,po1000004426
1170,2.0,po1000007658
1171,2.0,po1000006246
1172,2.0,po1000008392
1173,2.0,po1000008218
1174,2.0,po1000007571
1175,2.0,po1000004514
1176,2.0,po1000004455
1177,2.0,po1000003254
1178,2.0,po1000000134
1179,2.0,po1000007660
1180,2.0,po1000004474
1181,2.0,po1000008233
1182,2.0,po1000008589
1183,2.0,po1000011196
1184,2.0,po1000007672
1185,2.0,po1000008135
1186,2.0,po1000010077
1187,2.0,po1000004935
1188,2.0,po1000008197
1189,2.0,po1000007610
1190,2.0,po1000006186
1191,2.0,po1000004246
1192,2.0,po1000010072
1193,2.0,po1000004867
1194,2.0,po1000008221
1195,2.0,po1000005203
1196,2.0,po1000008439
1197,2.0,po1000008569
1198,2.0,po1000008145
1199,2.0,po1000008133
1200,2.0,po1000002320
1201,2.0,po1000008620
1202,2.0,po1000006251
1203,2.0,po1000008613
1204,2.0,po1000009025
1205,2.0,po1000008570
1206,2.0,po1000008185
1207,2.0,po1000000323
1208,2.0,po1000006348
1209,2.0,po1000000143
1210,2.0,po1000008656
1211,2.0,po1000006977
1212,2.0,po1000010048
1213,2.0,po1000004459
1214,2.0,po1000004527
1215,2.0,po1000008567
1216,2.0,po1000009557
1217,2.0,po1000006259
1218,2.0,po1000004330
1219,2.0,po1000009068
1220,2.0,po1000004133
1221,2.0,po1000004532
1222,2.0,po1000001992
1223,2.0,po1000004121
1224,2.0,po1000010046
1225,2.0,po1000004316
1226,2.0,po1000004364
1227,2.0,po1000004504
1228,2.0,po1000006376
1229,2.0,po1000004869
1230,2.0,po1000007651
1231,2.0,po1000007485
1232,2.0,po1000007622
1233,2.0,po1000007533
1234,2.0,po1000008348
1235,2.0,po1000004232
1236,2.0,po1000006145
1237,2.0,po1000007619
1238,2.0,po1000004070
1239,2.0,po1000001619
1240,2.0,po1000008425
1241,2.0,po1000010020
1242,2.0,po1000007580
1243,2.0,po1000004947
1244,2.0,po1000005221
1245,2.0,po1000008563
1246,2.0,po1000008577
1247,3.0,po1000004269
1248,3.0,po1000008154
1249,3.0,po1000007629
1250,3.0,po1000004351
1251,3.0,po1000007616
1252,3.0,po1000004554
1253,3.0,po1000004072
1254,3.0,po1000008580
1255,3.0,po1000006188
1256,3.0,po1000008606
1257,3.0,po1000008386
1258,3.0,po1000008158
1259,3.0,po1000001637
1260,3.0,po1000004218
1261,3.0,po1000007515
1262,3.0,po1000004842
1263,3.0,po1000004344
1264,3.0,po1000004476
1265,3.0,po1000004419
1266,3.0,po1000007627
1267,3.0,po1000004215
1268,3.0,po1000004942
1269,3.0,po1000004260
1270,3.0,po1000004190
1271,3.0,po1000004110
1272,3.0,po1000007546
1273,3.0,po1000006186
1274,3.0,po1000007481
1275,3.0,po1000004081
1276,3.0,po1000007537
1277,3.0,po1000004403
1278,3.0,po1000004075
1279,3.0,po1000004349
1280,3.0,po1000006222
1281,3.0,po1000008585
1282,3.0,po1000004575
1283,3.0,po1000007457
1284,3.0,po1000004513
1285,3.0,po1000004576
1286,3.0,po1000008388
1287,3.0,po1000008389
1288,3.0,po1000007549
1289,3.0,po1000007658
1290,3.0,po1000008214
1291,3.0,po1000004500
1292,3.0,po1000008170
1293,3.0,po1000004931
1294,3.0,po1000008591
1295,3.0,po1000004214
1296,3.0,po1000004192
1297,3.0,po1000007468
1298,3.0,po1000004315
1299,3.0,po1000004265
1300,3.0,po1000006173
1301,3.0,po1000008400
1302,3.0,po1000004266
1303,3.0,po1000008403
1304,3.0,po1000007596
1305,3.0,po1000004422
1306,3.0,po1000006227
1307,3.0,po1000004571
1308,3.0,po1000004167
1309,3.0,po1000004481
1310,3.0,po1000004932
1311,3.0,po1000004417
1312,3.0,po1000004165
1313,3.0,po1000008274
1314,3.0,po1000004505
1315,3.0,po1000004113
1316,3.0,po1000004093
1317,3.0,po1000004096
1318,3.0,po1000004843
1319,3.0,po1000004228
1320,3.0,po1000004509
1321,3.0,po1000004453
1322,3.0,po1000006198
1323,3.0,po1000008422
1324,3.0,po1000005203
1325,3.0,po1000008218
1326,3.0,po1000006366
1327,3.0,po1000000531
1328,3.0,po1000001992
1329,3.0,po1000004572
1330,3.0,po1000000884
1331,3.0,po1000004217
1332,3.0,po1000004101
1333,3.0,po1000004267
1334,3.0,po1000004274
1335,3.0,po1000007640
1336,3.0,po1000005204
1337,3.0,po1000001315
1338,3.0,po1000008133
1339,3.0,po1000008407
1340,3.0,po1000005206
1341,3.0,po1000007652
1342,3.0,po1000004303
1343,3.0,po1000007467
1344,3.0,po1000004486
1345,3.0,po1000007628
1346,3.0,po1000004352
1347,3.0,po1000008290
1348,3.0,po1000004582
1349,3.0,po1000004579
1350,3.0,po1000008217
1351,3.0,po1000010258
1352,3.0,po1000006362
1353,3.0,po1000004499
1354,3.0,po1000007486
1355,3.0,po1000004204
1356,3.0,po1000004454
1357,3.0,po1000004490
1358,3.0,po1000004455
1359,3.0,po1000008636
1360,3.0,po1000004470
1361,3.0,po1000008583
1362,3.0,po1000001761
1363,3.0,po1000008411
1364,3.0,po1000008180
1365,3.0,po1000007591
1366,3.0,po1000004316
1367,3.0,po1000003491
1368,3.0,po1000001684
1369,3.0,po1000004866
1370,3.0,po1000004930
1371,3.0,po1000001683
1372,3.0,po1000008609
1373,3.0,po1000004191
1374,3.0,po1000008216
1375,3.0,po1000009558
1376,3.0,po1000010077
1377,3.0,po1000007623
1378,3.0,po1000008200
1379,3.0,po1000004210
1380,3.0,po1000008412
1381,3.0,po1000008613
1382,3.0,po1000002360
1383,3.0,po1000004853
1384,3.0,po1000001207
1385,3.0,po1000004158
1386,3.0,po1000000058
1387,3.0,po1000004358
1388,3.0,po1000009068
1389,3.0,po1000001208
1390,3.0,po1000008599
1391,3.0,po1000004934
1392,3.0,po1000007462
1393,3.0,po1000004160
1394,3.0,po1000004307
1395,3.0,po1000004313
1396,3.0,po1000004546
1397,3.0,po1000009358
1398,3.0,po1000008184
1399,3.0,po1000008132
1400,3.0,po1000008202
1401,3.0,po1000003257
1402,3.0,po1000002304
1403,3.0,po1000003120
1404,3.0,po1000004270
1405,3.0,po1000004111
1406,3.0,po1000008423
1407,3.0,po1000004353
1408,3.0,po1000006249
1409,3.0,po1000007511
1410,3.0,po1000007496
1411,3.0,po1000004085
1412,3.0,po1000004078
1413,3.0,po1000004284
1414,3.0,po1000004116
1415,3.0,po1000008581
1416,3.0,po1000004852
1417,3.0,po1000004090
1418,3.0,po1000004064
1419,3.0,po1000007609
1420,3.0,po1000000939
1421,3.0,po1000002037
1422,3.0,po1000000354
1423,3.0,po1000002088
1424,3.0,po1000008273
1425,3.0,po1000004198
1426,3.0,po1000004162
1427,3.0,po1000004491
1428,3.0,po1000004205
1429,3.0,po1000004471
1430,3.0,po1000004149
1431,3.0,po1000004489
1432,3.0,po1000010042
1433,3.0,po1000004544
1434,3.0,po1000004511
1435,3.0,po1000004321
1436,3.0,po1000004495
1437,3.0,po1000008151
1438,3.0,po1000007443
1439,3.0,po1000008272
1440,3.0,po1000007648
1441,3.0,po1000004234
1442,3.0,po1000004865
1443,3.0,po1000004070
1444,3.0,po1000006156
1445,3.0,po1000006230
1446,3.0,po1000004102
1447,3.0,po1000005145
1448,3.0,po1000004103
1449,3.0,po1000008383
1450,3.0,po1000008271
1451,3.0,po1000008264
1452,3.0,po1000008641
1453,3.0,po1000008153
1454,3.0,po1000004565
1455,3.0,po1000004330
1456,3.0,po1000007571
1457,3.0,po1000008601
1458,3.0,po1000004362
1459,3.0,po1000004374
1460,3.0,po1000004869
1461,3.0,po1000004382
1462,3.0,po1000004367
1463,3.0,po1000004504
1464,3.0,po1000007533
1465,3.0,po1000008138
1466,3.0,po1000001740
1467,3.0,po1000008197
1468,3.0,po1000007508
1469,3.0,po1000004458
1470,3.0,po1000010020
1471,3.0,po1000008570
1472,3.0,po1000010078
1473,3.0,po1000003782
1474,3.0,po1000001631
1475,3.0,po1000001154
1476,3.0,po1000006977
1477,3.0,po1000001344
1478,3.0,po1000002863
1479,3.0,po1000004656
1480,3.0,po1000001638
1481,3.0,po1000004655
1482,3.0,po1000007626
1483,3.0,po1000001345
1484,3.0,po1000007602
1485,3.0,po1000001156
1486,3.0,po1000002198
1487,3.0,po1000001064
1488,3.0,po1000001722
1489,3.0,po1000001150
1490,3.0,po1000001155
1491,3.0,po1000001343
1492,3.0,po1000004132
1493,3.0,po1000001152
1494,3.0,po1000001151
1495,3.0,po1000001920
1496,3.0,po1000002320
1497,3.0,po1000004177
1498,3.0,po1000009356
1499,3.0,po1000003333
1500,3.0,po1000002677
1501,3.0,po1000004850
1502,3.0,po1000002676
1503,3.0,po1000008343
1504,3.0,po1000004456
1505,3.0,po1000004291
1506,3.0,po1000004309
1507,3.0,po1000005202
1508,3.0,po1000007541
1509,3.0,po1000006328
1510,3.0,po1000008224
1511,3.0,po1000004427
1512,3.0,po1000006293
1513,3.0,po1000008131
1514,3.0,po1000004435
1515,3.0,po1000008166
1516,3.0,po1000004320
1517,3.0,po1000004555
1518,3.0,po1000006348
1519,3.0,po1000004203
1520,3.0,po1000006208
1521,3.0,po1000006236
1522,3.0,po1000004496
1523,3.0,po1000004241
1524,3.0,po1000004443
1525,3.0,po1000008611
1526,3.0,po1000008207
1527,3.0,po1000006184
1528,3.0,po1000007547
1529,3.0,po1000004375
1530,3.0,po1000004447
1531,3.0,po1000004337
1532,3.0,po1000004864
1533,3.0,po1000004530
1534,3.0,po1000004464
1535,3.0,po1000004426
1536,3.0,po1000004169
1537,3.0,po1000004451
1538,3.0,po1000004100
1539,3.0,po1000004378
1540,3.0,po1000008178
1541,3.0,po1000008171
1542,3.0,po1000008137
1543,3.0,po1000004200
1544,3.0,po1000006346
1545,3.0,po1000002651
1546,3.0,po1000002227
1547,3.0,po1000002653
1548,3.0,po1000006258
1549,3.0,po1000002158
1550,3.0,po1000007613
1551,3.0,po1000004376
1552,3.0,po1000007548
1553,3.0,po1000006145
1554,3.0,po1000008143
1555,3.0,po1000004348
1556,3.0,po1000002608
1557,3.0,po1000002146
1558,3.0,po1000002145
1559,3.0,po1000000382
1560,3.0,po1000002913
1561,3.0,po1000000279
1562,3.0,po1000002063
1563,3.0,po1000002144
1564,3.0,po1000002491
1565,3.0,po1000002609
1566,3.0,po1000003004
1567,3.0,po1000002147
1568,3.0,po1000000345
1569,3.0,po1000002143
1570,3.0,po1000002142
1571,3.0,po1000004867
1572,3.0,po1000008156
1573,3.0,po1000008393
1574,3.0,po1000007653
1575,3.0,po1000004557
1576,3.0,po1000004553
1577,3.0,po1000008233
1578,3.0,po1000004395
1579,3.0,po1000006176
1580,3.0,po1000007463
1581,3.0,po1000008615
1582,3.0,po1000007618
1583,3.0,po1000003258
1584,3.0,po1000008268
1585,3.0,po1000006182
1586,3.0,po1000007553
1587,3.0,po1000010805
1588,3.0,po1000004139
1589,3.0,po1000008435
1590,3.0,po1000006309
1591,3.0,po1000004516
1592,3.0,po1000007569
1593,3.0,po1000007528
1594,3.0,po1000007566
1595,3.0,po1000008279
1596,3.0,po1000004487
1597,3.0,po1000004442
1598,3.0,po1000004858
1599,3.0,po1000004295
1600,3.0,po1000006247
1601,3.0,po1000010074
1602,3.0,po1000008567
1603,3.0,po1000008231
1604,3.0,po1000009021
1605,3.0,po1000008149
1606,3.0,po1000004231
1607,3.0,po1000005221
1608,3.0,po1000004947
1609,3.0,po1000004055
1610,3.0,po1000008228
1611,3.0,po1000004492
1612,3.0,po1000005803
1613,3.0,po1000001418
1614,3.0,po1000000411
1615,3.0,po1000001417
1616,3.0,po1000000638
1617,3.0,po1000004533
1618,3.0,po1000007603
1619,3.0,po1000005793
1620,3.0,po1000008095
1621,3.0,po1000004306
1622,3.0,po1000009559
1623,3.0,po1000004106
1624,3.0,po1000008194
1625,3.0,po1000007561
1626,3.0,po1000007567
1627,3.0,po1000006202
1628,3.0,po1000008239
1629,3.0,po1000004109
1630,3.0,po1000004361
1631,3.0,po1000008152
1632,3.0,po1000008291
1633,3.0,po1000007642
1634,3.0,po1000004441
1635,3.0,po1000004868
1636,3.0,po1000004126
1637,3.0,po1000004922
1638,3.0,po1000004289
1639,3.0,po1000004421
1640,3.0,po1000004412
1641,3.0,po1000004461
1642,3.0,po1000006225
1643,3.0,po1000004466
1644,3.0,po1000007474
1645,3.0,po1000008397
1646,3.0,po1000004439
1647,3.0,po1000004056
1648,3.0,po1000007634
1649,3.0,po1000004510
1650,3.0,po1000006244
1651,3.0,po1000004541
1652,3.0,po1000004345
1653,3.0,po1000004924
1654,3.0,po1000004246
1655,3.0,po1000005210
1656,3.0,po1000007453
1657,3.0,po1000007449
1658,3.0,po1000004937
1659,3.0,po1000006310
1660,3.0,po1000010010
1661,3.0,po1000004297
1662,3.0,po1000004161
1663,3.0,po1000004334
1664,3.0,po1000004535
1665,3.0,po1000004323
1666,3.0,po1000004288
1667,3.0,po1000006344
1668,3.0,po1000004562
1669,3.0,po1000007464
1670,3.0,po1000004570
1671,3.0,po1000006652
1672,3.0,po1000000283
1673,3.0,po1000001488
1674,3.0,po1000008221
1675,3.0,po1000010251
1676,3.0,po1000009020
1677,3.0,po1000007473
1678,3.0,po1000004172
1679,3.0,po1000004418
1680,3.0,po1000004129
1681,3.0,po1000007660
1682,3.0,po1000008398
1683,3.0,po1000004448
1684,3.0,po1000002356
1685,3.0,po1000004356
1686,3.0,po1000000054
1687,3.0,po1000000092
1688,3.0,po1000007437
1689,3.0,po1000004255
1690,3.0,po1000004207
1691,3.0,po1000009355
1692,3.0,po1000008605
1693,3.0,po1000007662
1694,3.0,po1000004197
1695,3.0,po1000004449
1696,3.0,po1000005106
1697,3.0,po1000008160
1698,3.0,po1000007672
1699,3.0,po1000004286
1700,3.0,po1000004195
1701,3.0,po1000004168
1702,3.0,po1000004142
1703,3.0,po1000004424
1704,3.0,po1000006150
1705,3.0,po1000009557
1706,3.0,po1000008176
1707,3.0,po1000008345
1708,3.0,po1000010016
1709,3.0,po1000004498
1710,3.0,po1000004538
1711,3.0,po1000007535
1712,3.0,po1000007540
1713,3.0,po1000008215
1714,3.0,po1000004318
1715,3.0,po1000004380
1716,3.0,po1000001960
1717,3.0,po1000004314
1718,3.0,po1000004452
1719,3.0,po1000004400
1720,3.0,po1000008155
1721,3.0,po1000004938
1722,3.0,po1000007532
1723,3.0,po1000008135
1724,3.0,po1000000560
1725,3.0,po1000004493
1726,3.0,po1000004311
1727,3.0,po1000004567
1728,3.0,po1000004573
1729,3.0,po1000007585
1730,3.0,po1000004545
1731,3.0,po1000004944
1732,3.0,po1000004540
1733,3.0,po1000001564
1734,3.0,po1000001566
1735,3.0,po1000003112
1736,3.0,po1000001565
1737,3.0,po1000000879
1738,3.0,po1000004342
1739,3.0,po1000006264
1740,3.0,po1000004208
1741,3.0,po1000004280
1742,3.0,po1000002520
1743,3.0,po1000002335
1744,3.0,po1000004181
1745,3.0,po1000004277
1746,3.0,po1000004428
1747,3.0,po1000004497
1748,3.0,po1000004281
1749,3.0,po1000004202
1750,3.0,po1000004134
1751,3.0,po1000003210
1752,3.0,po1000004331
1753,3.0,po1000007559
1754,3.0,po1000006147
1755,3.0,po1000008074
1756,3.0,po1000004225
1757,3.0,po1000008529
1758,3.0,po1000005128
1759,3.0,po1000004402
1760,3.0,po1000007605
1761,3.0,po1000004206
1762,3.0,po1000004219
1763,3.0,po1000006159
1764,3.0,po1000008199
1765,3.0,po1000005442
1766,3.0,po1000004855
1767,3.0,po1000004863
1768,3.0,po1000007477
1769,3.0,po1000006240
1770,3.0,po1000006340
1771,3.0,po1000006237
1772,3.0,po1000006239
1773,3.0,po1000008124
1774,3.0,po1000008380
1775,3.0,po1000008210
1776,3.0,po1000004350
1777,3.0,po1000007586
1778,3.0,po1000008159
1779,3.0,po1000004066
1780,3.0,po1000008578
1781,3.0,po1000008227
1782,3.0,po1000005212
1783,3.0,po1000008282
1784,3.0,po1000007587
1785,3.0,po1000008608
1786,3.0,po1000008618
1787,3.0,po1000006153
1788,3.0,po1000004294
1789,3.0,po1000004465
1790,3.0,po1000004236
1791,3.0,po1000004135
1792,3.0,po1000004302
1793,3.0,po1000002226
1794,3.0,po1000002219
1795,3.0,po1000007516
1796,3.0,po1000002367
1797,3.0,po1000004515
1798,3.0,po1000004077
1799,3.0,po1000004133
1800,3.0,po1000008165
1801,3.0,po1000006152
1802,3.0,po1000008287
1803,3.0,po1000004213
1804,3.0,po1000008148
1805,3.0,po1000010011
1806,3.0,po1000011186
1807,3.0,po1000004373
1808,3.0,po1000004164
1809,3.0,po1000006232
1810,3.0,po1000004856
1811,3.0,po1000008395
1812,3.0,po1000004527
1813,3.0,po1000004325
1814,3.0,po1000006161
1815,3.0,po1000008174
1816,3.0,po1000007572
1817,3.0,po1000004254
1818,3.0,po1000004189
1819,3.0,po1000004550
1820,3.0,po1000000143
1821,3.0,po1000004368
1822,3.0,po1000007590
1823,3.0,po1000007589
1824,3.0,po1000004155
1825,3.0,po1000004568
1826,3.0,po1000008225
1827,3.0,po1000005205
1828,3.0,po1000004112
1829,3.0,po1000007625
1830,3.0,po1000008140
1831,3.0,po1000004387
1832,3.0,po1000006205
1833,3.0,po1000010945
1834,3.0,po1000004548
1835,3.0,po1000005580
1836,3.0,po1000006365
1837,3.0,po1000004518
1838,3.0,po1000006210
1839,3.0,po1000004128
1840,3.0,po1000004138
1841,3.0,po1000006345
1842,3.0,po1000004188
1843,3.0,po1000007673
1844,3.0,po1000006226
1845,3.0,po1000007594
1846,3.0,po1000008566
1847,3.0,po1000004364
1848,3.0,po1000008190
1849,3.0,po1000004558
1850,3.0,po1000008128
1851,3.0,po1000004067
1852,3.0,po1000004560
1853,3.0,po1000004438
1854,3.0,po1000008206
1855,3.0,po1000004173
1856,3.0,po1000004312
1857,3.0,po1000008421
1858,3.0,po1000010252
1859,3.0,po1000008278
1860,3.0,po1000004230
1861,3.0,po1000004425
1862,3.0,po1000004327
1863,3.0,po1000004859
1864,3.0,po1000004534
1865,3.0,po1000004332
1866,3.0,po1000004339
1867,3.0,po1000004398
1868,3.0,po1000004411
1869,3.0,po1000008146
1870,3.0,po1000008416
1871,3.0,po1000000706
1872,3.0,po1000000314
1873,3.0,po1000000322
1874,3.0,po1000007604
1875,3.0,po1000000315
1876,3.0,po1000004377
1877,3.0,po1000000330
1878,3.0,po1000000321
1879,3.0,po1000000331
1880,3.0,po1000000317
1881,3.0,po1000000326
1882,3.0,po1000001381
1883,3.0,po1000000829
1884,3.0,po1000000325
1885,3.0,po1000000316
1886,3.0,po1000000324
1887,3.0,po1000000318
1888,3.0,po1000001380
1889,3.0,po1000000329
1890,3.0,po1000000319
1891,3.0,po1000004860
1892,3.0,po1000004432
1893,3.0,po1000004059
1894,3.0,po1000004136
1895,3.0,po1000007441
1896,3.0,po1000004539
1897,3.0,po1000008164
1898,3.0,po1000004488
1899,3.0,po1000010007
1900,3.0,po1000004296
1901,3.0,po1000004271
1902,3.0,po1000004940
1903,3.0,po1000001056
1904,3.0,po1000001057
1905,3.0,po1000001058
1906,3.0,po1000001611
1907,3.0,po1000001612
1908,3.0,po1000001061
1909,3.0,po1000004068
1910,3.0,po1000001372
1911,3.0,po1000008577
1912,3.0,po1000004379
1913,3.0,po1000000099
1914,3.0,po1000000095
1915,3.0,po1000001670
1916,3.0,po1000004127
1917,3.0,po1000001279
1918,3.0,po1000001278
1919,3.0,po1000001252
1920,3.0,po1000001251
1921,3.0,po1000001777
1922,3.0,po1000001256
1923,3.0,po1000000451
1924,3.0,po1000001250
1925,3.0,po1000000352
1926,3.0,po1000001774
1927,3.0,po1000001775
1928,3.0,po1000004861
1929,3.0,po1000008604
1930,3.0,po1000008607
1931,3.0,po1000007442
1932,3.0,po1000008182
1933,3.0,po1000008208
1934,3.0,po1000004251
1935,3.0,po1000007448
1936,3.0,po1000004536
1937,3.0,po1000004559
1938,3.0,po1000010030
1939,3.0,po1000004240
1940,3.0,po1000004483
1941,3.0,po1000004431
1942,3.0,po1000004462
1943,3.0,po1000004329
1944,3.0,po1000004468
1945,3.0,po1000004137
1946,3.0,po1000008168
1947,3.0,po1000008292
1948,3.0,po1000005208
1949,3.0,po1000008434
1950,3.0,po1000007485
1951,3.0,po1000007630
1952,3.0,po1000005218
1953,3.0,po1000006259
1954,3.0,po1000004436
1955,3.0,po1000005219
1956,3.0,po1000002637
1957,3.0,po1000004216
1958,3.0,po1000007469
1959,3.0,po1000004299
1960,3.0,po1000010015
1961,3.0,po1000006212
1962,3.0,po1000008579
1963,3.0,po1000006294
1964,3.0,po1000007610
1965,3.0,po1000004060
1966,3.0,po1000006295
1967,3.0,po1000006301
1968,3.0,po1000004082
1969,3.0,po1000004130
1970,3.0,po1000004084
1971,3.0,po1000004360
1972,3.0,po1000008269
1973,3.0,po1000008584
1974,3.0,po1000006181
1975,3.0,po1000004098
1976,3.0,po1000007641
1977,3.0,po1000004370
1978,3.0,po1000008230
1979,3.0,po1000008587
1980,3.0,po1000004263
1981,3.0,po1000004273
1982,3.0,po1000004117
1983,3.0,po1000006144
1984,3.0,po1000004446
1985,3.0,po1000004390
1986,3.0,po1000004862
1987,3.0,po1000008193
1988,3.0,po1000009019
1989,3.0,po1000004285
1990,3.0,po1000004249
1991,3.0,po1000009561
1992,3.0,po1000004410
1993,3.0,po1000004363
1994,3.0,po1000004121
1995,3.0,po1000003976
1996,3.0,po1000004340
1997,3.0,po1000008185
1998,3.0,po1000004104
1999,3.0,po1000007622
2000,3.0,po1000004175
2001,3.0,po1000004472
2002,3.0,po1000004185
2003,3.0,po1000004105
2004,3.0,po1000004450
2005,3.0,po1000004057
2006,3.0,po1000008569
2007,3.0,po1000006251
2008,3.0,po1000004305
2009,3.0,po1000008234
2010,3.0,po1000004444
2011,3.0,po1000007519
2012,3.0,po1000004107
2013,3.0,po1000006266
2014,3.0,po1000001618
2015,3.0,po1000005222
2016,3.0,po1000008346
2017,3.0,po1000008424
2018,3.0,po1000004525
2019,3.0,po1000007599
2020,3.0,po1000000553
2021,3.0,po1000007523
2022,3.0,po1000008391
2023,3.0,po1000008439
2024,3.0,po1000004336
2025,3.0,po1000008258
2026,3.0,po1000004141
2027,3.0,po1000004469
2028,3.0,po1000004526
2029,3.0,po1000004238
2030,3.0,po1000004171
2031,3.0,po1000004394
2032,3.0,po1000007529
2033,3.0,po1000008596
2034,3.0,po1000004317
2035,3.0,po1000006376
2036,3.0,po1000004383
2037,3.0,po1000008440
2038,3.0,po1000004479
2039,3.0,po1000004507
2040,3.0,po1000000144
2041,3.0,po1000001043
2042,3.0,po1000000146
2043,3.0,po1000004384
2044,3.0,po1000008161
2045,3.0,po1000000601
2046,3.0,po1000004404
2047,3.0,po1000005281
2048,3.0,po1000004556
2049,3.0,po1000002132
2050,3.0,po1000004150
2051,3.0,po1000006323
2052,3.0,po1000003486
2053,3.0,po1000003150
2054,3.0,po1000000600
2055,3.0,po1000000953
2056,3.0,po1000000561
2057,3.0,po1000007984
2058,3.0,po1000007432
2059,3.0,po1000004243
2060,3.0,po1000000562
2061,3.0,po1000010815
2062,3.0,po1000004335
2063,3.0,po1000004223
2064,3.0,po1000008270
2065,3.0,po1000008246
2066,3.0,po1000007621
2067,3.0,po1000003112
2068,3.0,po1000004153
2069,3.0,po1000006173
2070,3.0,po1000004157
2071,3.0,po1000008397
2072,3.0,po1000000325
2073,3.0,po1000007616
2074,3.0,po1000007568
2075,3.0,po1000004072
2076,3.0,po1000004337
2077,3.0,po1000004505
2078,3.0,po1000010056
2079,3.0,po1000008606
2080,3.0,po1000004392
2081,3.0,po1000010052
2082,3.0,po1000000092
2083,3.0,po1000001637
2084,3.0,po1000004185
2085,3.0,po1000008140
2086,3.0,po1000005202
2087,3.0,po1000004842
2088,3.0,po1000004296
2089,3.0,po1000004477
2090,3.0,po1000004421
2091,3.0,po1000007627
2092,3.0,po1000004215
2093,3.0,po1000000330
2094,3.0,po1000010039
2095,3.0,po1000004452
