idx	Consumer Company	Country	District	Latitude	Longitude	Mill Company	Mill Name	Parent Company	Province	RSPO	UMLID
116	kellog	indonesia	ketapang	-2.4458330000000004	110.265833		"gunajaya karya gemilang 
(kendawangan)"	bumitama gunajaya agro	kalimantan barat		
116		indonesia	ketapang	-2.4458330000000004	110.265833	gunajaya karya gemilang	kendawangan	bumitama gunajaya agro (bga)	kalimantan barat	rspo certified, mb	po1000003491
117	kellog	indonesia	ketapang	-2.283611	110.50333300000001		karya bakti agro sejahtera	bumitama gunajaya agro	kalimantan barat		
117		indonesia	ketapang	-2.283611	110.50333300000001	karya bakti agro sejahtera	sungai rasau	bumitama gunajaya agro (bga)	kalimantan barat		po1000008180
118	kellog	indonesia	kotawaringin timur	-1.993167	113.06070600000001		"windu nabatindo lestari (pundu 
nabatindo)"	bumitama gunajaya agro	kalimantan tengah		
118		indonesia	kotawaringin timur	-1.993167	113.06070600000001	windu nabatindo lestari	pundu nabatindo	bumitama gunajaya agro (bga)	kalimantan tengah	rspo certified, mb	po1000001683
119	kellog	indonesia	kotawaringin timur	-1.8830330000000002	113.03175		"windu nabatindo abadi (selucing 
agro)"	bumitama gunajaya agro	kalimantan tengah		
119		indonesia	kotawaringin timur	-1.8830330000000002	113.03175	windu nabatindo lestari	"selucing agro

"	bumitama gunajaya agro (bga)	kalimantan tengah		po1000004930
120	kellog	indonesia	kotawaringin timur	-1.7612709999999998	112.597416		karya makmur bahagia	bumitama gunajaya agro	kalimantan tengah		
120		indonesia	kotawaringin timur	-1.7612709999999998	112.597416	karya makmur bahagia	gunung makmur	bumitama gunajaya agro (bga)	kalimantan tengah	rspo certified, mb	po1000001684
121	kellog	indonesia	rokan hulu	0.98658333	100.7324444		rohul sawit industri (rohul palmindo)	bumitama gunajaya agro	riau		
121		indonesia	rokan hulu	0.9867530000000001	100.73253000000001	rohul palmindo	rohul palmindo	unknown	riau		po1000007591
122	kellog	indonesia	kotawaringin barat	-2.391111	111.373333		kotawaringin	bumitama gunajaya agro	kalimantan tengah		
122		indonesia	kotawaringin barat	-2.391111	111.373333	bumitama gunajaya abadi	kotawaringin	bumitama gunajaya agro (bga)	kalimantan tengah		po1000004191
123	kellog	indonesia	ketapang	-1.5464040000000001	110.34401399999999		ladang sawit mas	bumitama gunajaya agro	kalimantan barat		
123		indonesia	ketapang	-1.5464040000000001	110.34401399999999	ladang sawit mas	bukit tunggal jaya	bumitama gunajaya agro (bga)	kalimantan barat		po1000004316
124	kellog	indonesia	bungo	-1.375067	101.891894		bungo limbur	bungo limbur	jambi		
124		indonesia	bungo	-1.375067	101.891894	bungo limbur	bungo limbur	unknown	jambi		po1000008216
125	kellog	indonesia	kutai kartanegara	-0.091583	117.02863899999998		cahaya anugerah plantation	cahaya anugerah plantation	kalimantan timur		
125		indonesia	kutai kartanegara	-0.091583	117.02863899999998	cahaya anugerah plantation	feliza	cahaya tiara plantation	kalimantan timur		po1000007623
126	kellog	indonesia	padang lawas utara	1.440833	100.291111		cahaya sawit lestari	anugerah	sumatera utara		
126		indonesia	padang lawas utara	1.440833	100.291111	cahaya inti sawit	cahaya inti sawit	unknown	sumatera utara		po1000007537
127	kellog	indonesia	pelalawan	0.175472	102.051417		cakra alam sejati	cakra alam sejati	riau		
127		indonesia	pelalawan	0.17547220000000002	102.051417	cakra alam sejati	cakra alam sejati	unknown	riau		po1000008412
128	kellog	malaysia	larut and matang	4.891535	100.66897900000001		central palm oil mill	cam resources	perak		
128		malaysia	larut and matang	4.891535	100.66897900000001	central palm oil mill sdn bhd	central	cam resources berhad	perak		po1000003740
129	kellog	indonesia	ketapang	-2.514806	110.914703		indo sawit kekal (river view)	cargill	kalimantan barat		
129		indonesia	ketapang	-2.514533	110.914703	indo sawit kekal	river view	cargill	kalimantan barat	rspo certified, mb	po1000002360
130	kellog	indonesia	ketapang	-2.3404	110.9696		maya agro investama (kedipi)	cargill	kalimantan barat		
130		indonesia	ketapang	-2.3404	110.9696	maya agro investama	kedipi	cargill	kalimantan barat		po1000004853
131	kellog	indonesia	kuantan singingi	-0.136967	101.3908		surya agrolika reksa (sei basau)	cargill	riau		
131		indonesia	kuantan singingi	-0.136967	101.3908	surya agrolika reksa	surya agrolika reksa	adimulia	riau		po1000004358
132	kellog	malaysia	sandakan	5.717480999999999	117.827607		prolific yield	mhc plantations	sabah		
132		malaysia	sandakan	5.717480999999999	117.827607	cepatwawasan group berhad	prolific yield	mhc plantations bhd	sabah		po1000003742
133	kellog	indonesia	paser	-2.2329830000000004	116.048883		pucuk jaya	chellam plantations	kalimantan timur		
133		indonesia	paser	-2.2329830000000004	116.048883	pucuk jaya	pucuk jaya	chellam plantations	kalimantan timur		po1000004934
134	kellog	malaysia	rompin	3.29414	102.82153000000001		chin teck plantations	chin teck plantations	pahang		
134		malaysia	rompin	3.294139	102.821528	chin teck plantations berhad	keratong	chin teck plantations berhad	pahang		po1000004786
135	kellog	malaysia	gua musang	4.8365	102.00417		gua musang	chin teck plantations	kelantan		
135		malaysia	gua musang	4.8365	102.004417	chin teck plantations berhad	gua musang	chin teck plantations berhad	kelantan		po1000006169
136	kellog	indonesia	sambas	1.181861	109.437995		mitra abadimas sejahtera	chora group	kalimantan barat		
136		indonesia	sambas	1.1818600000000001	109.43799999999999	mitra abadimas sejahtera	mitra abadimas sejahtera	tanjung rhu plantation	kalimantan barat		po1000007462
137	kellog	indonesia	serdang bedagai	3.217	98.78099		cinta raja	cinta raja	sumatera utara		
137		indonesia	serdang bedagai	3.217	98.78099	cinta raja	silinda	unknown	sumatera utara		po1000004307
138	kellog	indonesia	rokan hilir	1.8712	100.431033		cipta agro sejati	cipta agro sejati	riau		
138		indonesia	rokan hilir	1.8712	100.431	cipta agro sejati	cipta agro sejati	unknown	riau		po1000004313
139	kellog	indonesia	langkat	3.8542110000000003	98.344353		cipta chemical medan oil	cipta chemical medan oil	sumatera utara		
139		indonesia	langkat	3.8540669999999997	98.344367	cipta chemical medan oil	cipta chemical medan oil	unknown	sumatera utara		po1000004546
140	kellog	indonesia	kotawaringin timur	-2.106758	112.794124		nusantara sawit persada	cipta plantation	kalimantan tengah		
140		indonesia	kotawaringin timur	-2.106833	112.79416699999999	nusantara sawit persada	nusantara sawit persada	cipta plantation	kalimantan tengah		po1000008184
141	kellog	indonesia	kaur	-4.866888889	103.5342417		ciptamas bumiselaras	ciptamas bumiselaras	bengkulu		
141		indonesia	kaur	-4.866889	103.534242	ciptamas bumiselaras	ciptamas bumiselaras	ciputra	bengkulu		po1000008132
142	kellog	indonesia	muaro jambi	-1.7826110000000002	103.494722		angso duo sawit	cisadane raya chemicals	jambi		
142		indonesia	muaro jambi	-1.7826110000000002	103.494722	angso duo sawit	angso duo sawit	mewah	jambi		po1000008202
143	kellog	indonesia	labuhanbatu	2.0723529999999997	100.01024699999999		citra indah pertiwi	citra indah pertiwi	sumatera utara		
143		indonesia	labuhanbatu	2.0723529999999997	100.01024699999999	citra indah pertiwi	citra indah pertiwi	unknown	sumatera utara		po1000004270
144	kellog	malaysia	tampin	2.600889	102.624639		classic palm oil mill	classic palm oil mill	negeri sembilan		
144		malaysia	tampin	2.600889	102.624639	classic palm oil mill sdn bhd	classic	classic palm oil mill sdn bhd	negeri sembilan		po1000003743
145	kellog	indonesia	katingan	-1.801	113.1817		bisma dharma kencana	sinar jaya agro investama	kalimantan tengah		
145		indonesia	katingan	-1.801	113.1817	bisma dharma kencana	kalanaman	bisma	kalimantan tengah		po1000004488
146	kellog	indonesia	mukomuko	-2.9807639999999997	101.506734		daria dharma pratama (ipuh)	daria	bengkulu		
146		indonesia	mukomuko	-2.9807639999999997	101.506734	daria dharma pratama	ipuh	widya	bengkulu		po1000004085
147	kellog	indonesia	mukomuko	-2.793707	101.40252199999999		daria dharma pratama (lubuk bento)	daria	bengkulu		
147		indonesia	mukomuko	-2.793707	101.40252199999999	daria dharma pratama	lubuk bento	widya	bengkulu		po1000004081
148	kellog	indonesia	bulungan	3.1154669999999998	117.266333		sanggam kahuripan indonesia	dhanista surya nusantara	kalimantan timur		
148		indonesia	bulungan	3.1154669999999998	117.266333	sanggam kahuripan indonesia	sanggam kahuripan indonesia	makin	kalimantan timur		po1000004284
149	kellog	indonesia	lamandau	-1.971111	111.3519		dharma satya nusantara	dharma satya nusantara	kalimantan tengah		
149		indonesia	lamandau	-1.971111	111.3519	dharma satya nusantara	pks 5	dharma satya nusantara (dsn)	kalimantan tengah		po1000002037
150	kellog	indonesia	kutai timur	1.124295	116.851821		swakarsa sinarsentosa	dharma satya nusantara	kalimantan timur		
150		indonesia	kutai timur	1.124295	116.851821	swakarsa sinar sentosa	pks-1	dharma satya nusantara (dsn)	kalimantan timur	rspo certified, mb	po1000000354
151	kellog	indonesia	pontianak	0.2998	109.1754		peniti sungai parun	djarum	kalimantan barat		
151		indonesia	pontianak	0.2998	109.1754	peniti sungai purun	enggang	hpi-agro (djarum)	kalimantan barat		po1000004162
152	kellog	indonesia	labuhanbatu selatan	2.0399	100.044967		gunung selamat lestari	duta marga	sumatera utara		
152		indonesia	labuhanbatu selatan	2.0399	100.044967	gunung selamat lestari	gunung selamat lestari	duta marga	sumatera utara		po1000004511
153	kellog	indonesia	rokan hilir	1.851433	100.295583		simpang kanan lestarindo	duta marga	riau		
153		indonesia	rokan hilir	1.851433	100.295583	simpang kanan lestarindo	simpang kanan lestarindo	duta marga	riau		po1000004495
154	kellog	indonesia	deli serdang	3.3273099999999998	98.76403		tales inti sawit	duta marga	sumatera utara		
154		indonesia	deli serdang	3.3273099999999998	98.76403	tales inti sawit	tales inti sawit	duta marga	sumatera utara		po1000004321
155	kellog	indonesia	kuantan singingi	-0.34723899999999996	101.39908		duta mentari raya	duta mentari raya	riau		
155		indonesia	kuantan singingi	-0.34809	101.399069	duta mentari raya	duta mentari raya	ppa kapital	riau		po1000007443
156	kellog	indonesia	kapuas	-0.841944	114.08		golden hill	dwie warna karya	kalimantan tengah		
156		indonesia	kapuas	-0.8419399999999999	114.08	dwie warna karya	dwie warna karya	genting plantations	kalimantan tengah		po1000007648
157	kellog	indonesia	kotawaringin barat	-2.72055	111.822667		bedaun	eagle high plantations	kalimantan tengah		
157		indonesia	kotawaringin barat	-2.72055	111.822667	bumi langgeng perdanatrada	bedaun	eagle high plantations	kalimantan tengah	rspo certified, mb	po1000004234
158	kellog	indonesia	kutai timur	0.41975	116.490278		sawit sukes sejahtera	eagle high plantations	kalimantan timur		
158		indonesia	kutai timur	0.41975	116.49	sawit sukses sejahtera	sawit sukses sejahtera	eagle high plantations	kalimantan timur		po1000006156
159	kellog	indonesia	kotawaringin timur	-1.5889309999999999	112.861883		adhyaksa dharmasatya	eagle high plantations	kalimantan tengah		
159		indonesia	kotawaringin timur	-1.5889309999999999	112.861883	adhyaksa dharma satya	adhyaksa dharma satya	eagle high plantations	kalimantan tengah		po1000004102
160	kellog	indonesia	katingan	-1.677517	112.93618300000001		bumihutani lestari	eagle high plantations	kalimantan tengah		
160		indonesia	katingan	-1.677517	112.93618300000001	bumi hutani lestari	bumi hutani lestari	eagle high plantations	kalimantan tengah		po1000004865
161	kellog	indonesia	kotawaringin barat	-2.72055	111.822667		bw plantation	eagle high plantations	kalimantan tengah		
161		indonesia	kotawaringin barat	-2.72055	111.822667	bumi langgeng perdanatrada	bedaun	eagle high plantations	kalimantan tengah	rspo certified, mb	po1000004234
162	kellog	malaysia	kuala langat	2.859843	101.474397		eng hong	eng hong palm oil mill	selangor		
162		malaysia	kuala langat	2.859843	101.474397	eng hong palm oil mill sdn bhd	eng hong	eng hong palm oil mill sdn bhd	selangor		po1000006223
163	kellog	malaysia	kerian	4.954957	100.468919		gula	eng thye plantations	perak		
163		malaysia	kerian	4.954957	100.468919	eng thye plantations berhad	ladang gula	negri sembilan oil palms board	perak		po1000003747
164	kellog	indonesia	batu bara	3.163856	99.482025		kwala gunung lima puluh	tenera lestari	sumatera utara		
164		indonesia	batu bara	3.1639169999999996	99.482383	kwala gunung	lima puluh	unknown	sumatera utara		po1000004285
165	kellog	indonesia	aceh timur	4.565980000000001	97.91714		ensem sawita	tenera lestari	aceh		
165		indonesia	aceh timur	4.566008999999999	97.9166	ensem sawita	ensem sawita	tenera lestari	aceh		po1000009019
166	kellog	malaysia	kulaijaya	1.7308580000000002	103.53832299999999		sedenak	epa management	johor		
166		malaysia	kulaijaya	1.7308580000000002	103.53832299999999	epa management sdn bhd	sedenak	kulim (malaysia) berhad	johor	rspo certified, mb	po1000000019
167	kellog	malaysia	segamat	2.7064	102.785012		palong cocoa	epa management	johor		
167		malaysia	segamat	2.7064	102.785012	mahamurni plantations sdn bhd	palong cocoa	kulim (malaysia) berhad	johor	rspo certified, ip	po1000001265
168	kellog	malaysia	kota tinggi	2.018014	103.948577		pasir panjang	epa management	johor		
168		malaysia	kota tinggi	2.018014	103.948577	mahamurni plantations sdn bhd	pasir panjang	kulim (malaysia) berhad	johor	rspo certified, ip	po1000005256
169	kellog	malaysia	keluang	1.9853720000000001	103.46231		sindora	epa management	johor		
169		malaysia	keluang	1.9853720000000001	103.46231	sindora berhad	sindora	kulim (malaysia) berhad	johor	rspo certified, mb	po1000001264
170	kellog	malaysia	keluang	2.2170229999999997	103.352357		tereh	epa management	johor		
170		malaysia	keluang	2.2170229999999997	103.352357	epa management sdn bhd	tereh	kulim (malaysia) berhad	johor	rspo certified, ip	po1000001263
171	kellog	indonesia	tapanuli tengah	2.0840917	98.3124444		nauli sawit	era cipta	sumatera utara		
171		indonesia	tapanuli tengah	2.0840919999999996	98.31222199999999	nauli sawit	nauli sawit	unknown	sumatera utara		po1000005145
172	kellog	malaysia	mersing	2.194746	103.87798000000001		risda sungai ambat	espek	johor		
172		malaysia	mersing	2.194746	103.87798000000001	risda estates sdn bhd	risda sg ambat	risda estates sdn bhd	johor		po1000003749
173	kellog	malaysia	dungun	4.595091	103.202805		risda durian mas	espek	trengganu		
173		malaysia	dungun	4.595091	103.202805	risda estates sdn bhd	risda durian mas	risda estates sdn bhd	trengganu		po1000006353
174	kellog	malaysia	beluran	5.645967	117.32799999999999		ever-yield	ever-yield	sabah		
174		malaysia	beluran	5.645967	117.32799999999999	ever yield trading sdn bhd	ever yield kks	boustead plantations berhad	sabah		po1000003751
175	kellog	indonesia	nagan raya	4.11618	96.44256		fajar baizury & brothers	fajar baizury & brothers	aceh		
175		indonesia	nagan raya	4.11618	96.44256	fajar baizuri & brothers	fajar baizury & brothers	fajar baizury	aceh		po1000004565
176	kellog	malaysia	muar	2.390676	102.88199399999999		bukit kepong	felcra berhad	johor		
176		malaysia	muar	2.390676	102.88199399999999	felcra processing & engineering sdn bhd	felcra bukit kepong	felcra berhad	johor		po1000003753
177	kellog	malaysia	mersing	2.388672	103.801811		sungai melikai	felcra berhad	johor		
177		malaysia	mersing	2.388242	103.801396	felcra processing & engineering sdn bhd	felcra sungai melikai	felcra berhad	johor		po1000003757
178	kellog	malaysia	hilir perak	3.9996110000000002	101.167028		felcra processing	felcra berhad	perak		
178		malaysia	hilir perak	3.9996110000000002	101.167028	felcra processing & engineering sdn bhd	felcra processing & engineering	felcra berhad	perak		po1000003758
179	kellog	malaysia	jerantut	3.982913	102.222397		jayaputra	felcra berhad	pahang		
179		malaysia	jerantut	3.982938	102.222483	felcra jayaputra sdn bhd	jayaputra	felcra berhad	pahang		po1000007527
180	kellog	malaysia	maran	3.570918	102.685688		maran	felcra berhad	pahang		
180		malaysia	maran	3.570918	102.685688	felcra processing & engineering sdn bhd	felcra maran	felcra berhad	pahang		po1000003754
181	kellog	malaysia	perak tengah	4.3235220000000005	100.938307		nasaruddin	felcra berhad	perak		
181		malaysia	perak tengah	4.3235220000000005	100.938307	felcra processing & engineering sdn bhd	felcra nasaruddin	felcra berhad	perak		po1000003755
182	kellog	malaysia	perak tengah	4.148111	100.839765		seberang perak	felcra berhad	perak		
182		malaysia	perak tengah	4.148111	100.839765	felcra processing & engineering sdn bhd	felcra seberang perak	felcra berhad	perak		po1000003756
183	kellog	malaysia	samarahan	1.390556	110.45546100000001		samarahan jaya	felcra berhad	sarawak		
183		malaysia	samarahan	1.390556	110.45546100000001	felcra jaya samarahan sdn bhd	felcra jaya samarahan	felcra berhad	sarawak		po1000003759
184	kellog	malaysia	keluang	2.074722	103.493611		kahang	felda global ventures	johor		
184		malaysia	keluang	2.075104	103.494118	fgv palm industries sdn bhd	kahang	fgv holdings berhad	johor		po1000001314
185	kellog	malaysia	dungun	4.625767	103.331901		kerteh	felda global ventures	trengganu		
